day,second_of_day,timestamp,origin_lat,origin_lon,origin_node,destination_node,intensity
11,57011,Day 11: 15:50:11,40.350255,-74.64598,309,1293,7
11,61092,Day 11: 16:58:12,40.353106600000004,-74.6621849,837,1293,21
11,61412,Day 11: 17:03:32,40.32439060000001,-74.6425825,768,1293,6
11,41308,Day 11: 11:28:28,40.35188589999999,-74.6559076,851,1293,23
11,46060,Day 11: 12:47:40,40.34087799999998,-74.664512,920,1293,30
11,60076,Day 11: 16:41:16,40.3232395,-74.6439486,766,1293,10
12,57690,Day 12: 16:01:30,40.361245999999994,-74.664488,241,1293,10
12,79078,Day 12: 21:57:58,40.3602858,-74.6525134,411,1293,24
12,61360,Day 12: 17:02:40,40.33048050000001,-74.6488148,885,1293,21
12,57575,Day 12: 15:59:35,40.3613844,-74.6596406,408,1293,28
12,60559,Day 12: 16:49:19,40.35516099999999,-74.6501,565,1293,54
13,61460,Day 13: 17:04:20,40.34265729999999,-74.6606083,1396,1293,8
13,71713,Day 13: 19:55:13,40.3571051,-74.6008497,1023,1293,39
13,61205,Day 13: 17:00:05,40.361931999999996,-74.653594,410,1293,14
13,79355,Day 13: 22:02:35,40.344885399999995,-74.6603323,721,1293,46
13,58755,Day 13: 16:19:15,40.352675,-74.65881,911,1293,31
13,57609,Day 13: 16:00:09,40.353018,-74.657897,783,1293,31
14,64986,Day 14: 18:03:06,40.361207048020994,-74.65090559149054,917,1293,39
14,52759,Day 14: 14:39:19,40.351721,-74.656475,914,1293,36
14,78268,Day 14: 21:44:28,40.35157223520821,-74.66336114473114,505,1293,59
14,57544,Day 14: 15:59:04,40.35693139999999,-74.6541728,638,1293,26
14,71395,Day 14: 19:49:55,40.35246709999999,-74.6593339,509,1293,45
14,64969,Day 14: 18:02:49,40.35306099999999,-74.667735,383,1293,29
14,52401,Day 14: 14:33:21,40.34842626890513,-74.66371988864826,221,1293,63
15,60824,Day 15: 16:53:44,40.35529859999999,-74.6496337,572,1293,20
15,49874,Day 15: 13:51:14,40.321126899999996,-74.637901,972,1293,34
15,48124,Day 15: 13:22:04,40.303071900000205,-74.64935534999783,1344,1293,12
15,57638,Day 15: 16:00:38,40.35799609999999,-74.6617955,414,1293,21
15,66391,Day 15: 18:26:31,40.35675570000001,-74.6506303,564,1293,49
15,69443,Day 15: 19:17:23,40.34937909999999,-74.6562573,629,1293,32
15,71770,Day 15: 19:56:10,40.34603919999999,-74.6611197,722,1293,67
16,58563,Day 16: 16:16:03,40.35638300000001,-74.6467468,135,1293,37
16,71679,Day 16: 19:54:39,40.3074932,-74.6439648,1366,1293,59
16,59104,Day 16: 16:25:04,40.3542757,-74.6470376,802,1293,20
16,57046,Day 16: 15:50:46,40.32415999999999,-74.654536,778,1293,29
16,57932,Day 16: 16:05:32,40.354308,-74.65308300000001,268,1293,42
16,61261,Day 16: 17:01:01,40.32365999999998,-74.6473836,888,1293,42
17,64922,Day 17: 18:02:02,40.35274799999999,-74.655175,850,1293,60
17,71008,Day 17: 19:43:28,40.3532236,-74.6449166,347,1293,19
17,40635,Day 17: 11:17:15,40.30733260000001,-74.6422628,1363,1293,27
17,73290,Day 17: 20:21:30,40.35132985009542,-74.6542150001004,804,1293,38
17,58902,Day 17: 16:21:42,40.355905199999995,-74.647653,832,1293,22
17,71925,Day 17: 19:58:45,40.35377459999999,-74.6583855,784,1293,17
17,57853,Day 17: 16:04:13,40.352568,-74.661003,511,1293,23
18,43411,Day 18: 12:03:31,40.3626662,-74.6000642,1152,1293,8
18,3935,Day 18: 01:05:35,40.361207048020994,-74.65090559149054,917,1293,9
18,3432,Day 18: 00:57:12,40.3511892,-74.6604189,510,1293,14
18,57898,Day 18: 16:04:58,40.344885399999995,-74.6603323,721,1293,69
18,57997,Day 18: 16:06:37,40.344885399999995,-74.6603323,721,1293,12
18,59324,Day 18: 16:28:44,40.3554432,-74.6695648,777,1293,21
18,7360,Day 18: 02:02:40,40.357409700003025,-74.66548024997776,746,1293,5
19,30017,Day 19: 08:20:17,40.3511892,-74.6604189,510,1293,27
19,58657,Day 19: 16:17:37,40.36899045000028,-74.65232024999867,916,1293,19
19,66691,Day 19: 18:31:31,40.3517393,-74.6528816,805,1293,29
19,61881,Day 19: 17:11:21,40.354308,-74.65308300000001,268,1293,35
19,49874,Day 19: 13:51:14,40.365829299999994,-74.6615199,528,1293,9
19,1513,Day 19: 00:25:13,40.351721,-74.656475,914,1293,19
19,68418,Day 19: 19:00:18,40.3496722,-74.6597517,943,1293,37
20,58563,Day 20: 16:16:03,40.35132985009542,-74.6542150001004,804,1293,35
20,42404,Day 20: 11:46:44,40.30904029999999,-74.6436409,1378,1293,26
20,61368,Day 20: 17:02:48,40.3422758,-74.6559587,1294,1293,38
20,61144,Day 20: 16:59:04,40.357250199999996,-74.6571694,588,1293,23
20,58563,Day 20: 16:16:03,40.357864499999984,-74.6623624,583,1293,24
20,66850,Day 20: 18:34:10,40.32947349999999,-74.59898730000002,1065,1293,31
20,57504,Day 20: 15:58:24,40.359127,-74.649565,32,1293,36
20,26532,Day 20: 07:22:12,40.314842,-74.648715,299,1293,36
20,72130,Day 20: 20:02:10,40.318459959807655,-74.65514709868962,74,1293,27
21,60783,Day 21: 16:53:03,40.349827300008215,-74.64760535000703,307,1293,11
21,71377,Day 21: 19:49:37,40.32391989999999,-74.6065329,1063,1293,24
21,64676,Day 21: 17:57:56,40.3500143,-74.6584985,942,1293,11
21,54030,Day 21: 15:00:30,40.3493425000878,-74.66095340008091,342,1293,25
21,57677,Day 21: 16:01:17,40.3532453,-74.6572754,785,1293,50
21,69310,Day 21: 19:15:10,40.307990700000005,-74.636743,1368,1293,20
21,66387,Day 21: 18:26:27,40.35349599999999,-74.656631,563,1293,7
21,59390,Day 21: 16:29:50,40.3555604,-74.6487883,573,1293,43
22,61315,Day 22: 17:01:55,40.34875039999999,-74.651597,753,1293,24
22,65190,Day 22: 18:06:30,40.323301099999995,-74.6478094,1285,1293,35
22,53982,Day 22: 14:59:42,40.36040169999998,-74.6504046,954,1293,13
22,58068,Day 22: 16:07:48,40.353861800000004,-74.6615699,256,1293,57
22,62969,Day 22: 17:29:29,40.32947349999999,-74.59898730000002,1065,1293,20
22,57532,Day 22: 15:58:52,40.35956199999999,-74.648193,30,1293,27
22,61804,Day 22: 17:10:04,40.360669,-74.65864,407,1293,16
23,57392,Day 23: 15:56:32,40.34990335008203,-74.66119355006516,340,1293,21
23,45089,Day 23: 12:31:29,40.353165999999995,-74.64818400000001,548,1293,34
23,71569,Day 23: 19:52:49,40.358948999999996,-74.657925,409,1293,56
23,55468,Day 23: 15:24:28,40.324954999999996,-74.646038,79,1293,24
23,51145,Day 23: 14:12:25,40.35048900000001,-74.66299,350,1293,25
23,71908,Day 23: 19:58:28,40.355497,-74.646775,130,1293,38
23,60483,Day 23: 16:48:03,40.35243599999999,-74.642432,329,1293,58
23,60743,Day 23: 16:52:23,40.35048900000001,-74.66299,350,1293,43
24,60978,Day 24: 16:56:18,40.321935999999994,-74.657106,879,1293,27
24,68457,Day 24: 19:00:57,40.345202799999996,-74.6697251,99,1293,4
24,57350,Day 24: 15:55:50,40.35050249999999,-74.6481873,324,1293,18
24,57499,Day 24: 15:58:19,40.34087799999998,-74.664512,920,1293,18
24,57706,Day 24: 16:01:46,40.340863799999994,-74.6678327,230,1293,19
24,35652,Day 24: 09:54:12,40.3482371,-74.6644351,222,1293,28
24,61261,Day 24: 17:01:01,40.362892999999985,-74.653722,250,1293,54
25,57233,Day 25: 15:53:53,40.33203399999999,-74.596803,1167,1293,21
25,60489,Day 25: 16:48:09,40.3241383,-74.6459671,1283,1293,51
25,68564,Day 25: 19:02:44,40.339250099999994,-74.6554525,1296,1293,20
25,70653,Day 25: 19:37:33,40.326664600018816,-74.64285855006501,49,1293,17
25,58068,Day 25: 16:07:48,40.3602858,-74.6525134,411,1293,9
25,59678,Day 25: 16:34:38,40.3244753,-74.601749,1089,1293,10
26,59307,Day 26: 16:28:27,40.35516099999999,-74.6501,565,1293,9
26,56500,Day 26: 15:41:40,40.33373770000001,-74.5989241,1119,1293,67
26,30101,Day 26: 08:21:41,40.34431889999999,-74.6619301,724,1293,57
26,57408,Day 26: 15:56:48,40.31767599999999,-74.651031,640,1293,3
26,61237,Day 26: 17:00:37,40.35188589999999,-74.6559076,851,1293,33
26,65859,Day 26: 18:17:39,40.298167299999996,-74.6844549,1411,1293,11
26,62054,Day 26: 17:14:14,40.35638300000001,-74.6467468,135,1293,42
26,60395,Day 26: 16:46:35,40.360379,-74.648825,33,1293,53
27,58833,Day 27: 16:20:33,40.362892999999985,-74.653722,250,1293,15
27,52240,Day 27: 14:30:40,40.351469000016294,-74.65771509990024,913,1293,63
27,61160,Day 27: 16:59:20,40.36702499999999,-74.656729,874,1293,44
27,57680,Day 27: 16:01:20,40.29880680003415,-74.6405819999759,58,1293,16
27,61092,Day 27: 16:58:12,40.321685498009984,-74.65768945681602,211,1293,11
27,71078,Day 27: 19:44:38,40.35762330000001,-74.6483873,433,1293,27
27,57777,Day 27: 16:02:57,40.358847999999995,-74.650709,589,1293,38
27,71787,Day 27: 19:56:27,40.36040169999998,-74.6504046,954,1293,17
28,62004,Day 28: 17:13:24,40.35864800000001,-74.659176,585,1293,38
28,57041,Day 28: 15:50:41,40.352542,-74.650206,822,1293,45
28,58800,Day 28: 16:20:00,40.297101999999995,-74.641233,83,1293,45
28,68603,Day 28: 19:03:23,40.30046610003206,-74.68408329988281,475,1293,52
28,62010,Day 28: 17:13:30,40.352332800000006,-74.6509065,269,1293,28
28,60081,Day 28: 16:41:21,40.35762330000001,-74.6483873,433,1293,45
28,57531,Day 28: 15:58:51,40.35033889999999,-74.6535251,630,1293,32
28,57820,Day 28: 16:03:40,40.3514166,-74.6489148,326,1293,24
29,60425,Day 29: 16:47:05,40.351656000000006,-74.662923,507,1293,12
29,1621,Day 29: 00:27:01,40.353054,-74.655347,561,1293,71
29,58945,Day 29: 16:22:25,40.32900300000001,-74.597871,1064,1293,17
29,57795,Day 29: 16:03:15,40.308205550067484,-74.6418979499714,1369,1293,32
29,55736,Day 29: 15:28:56,40.3618699,-74.6619922,840,1293,47
29,77326,Day 29: 21:28:46,40.3536231,-74.6466972,549,1293,28
29,58024,Day 29: 16:07:04,40.3417442,-74.6558806,1295,1293,12
29,61204,Day 29: 17:00:04,40.3514166,-74.6489148,326,1293,38
30,72297,Day 30: 20:04:57,40.3542757,-74.6470376,802,1293,48
30,3549,Day 30: 00:59:09,40.357722,-74.6454227,317,1293,14
30,59408,Day 30: 16:30:08,40.3511892,-74.6604189,510,1293,66
30,61341,Day 30: 17:02:21,40.35377459999999,-74.6583855,784,1293,54
30,66880,Day 30: 18:34:40,40.34781850000001,-74.6550376,632,1293,36
30,68039,Day 30: 18:53:59,40.3201,-74.646343,642,1293,35
30,59577,Day 30: 16:32:57,40.32445200000001,-74.655357,779,1293,18
30,61228,Day 30: 17:00:28,40.348219400000005,-74.6466968,308,1293,10
31,57497,Day 31: 15:58:17,40.314842,-74.648715,299,1293,17
31,61469,Day 31: 17:04:29,40.352332800000006,-74.6509065,269,1293,23
31,61105,Day 31: 16:58:25,40.3538782,-74.6540424,272,1293,26
31,57847,Day 31: 16:04:07,40.35132985009542,-74.6542150001004,804,1293,16
31,52401,Day 31: 14:33:21,40.35033889999999,-74.6535251,630,1293,13
31,72378,Day 31: 20:06:18,40.3046081,-74.6410071,1351,1293,7
31,66304,Day 31: 18:25:04,40.361207048020994,-74.65090559149054,917,1293,30
31,43272,Day 31: 12:01:12,40.356315,-74.656792,637,1293,51
32,71904,Day 32: 19:58:24,40.35210599999999,-74.647381,328,1293,43
32,57779,Day 32: 16:02:59,40.3226778,-74.6446615,764,1293,46
32,52070,Day 32: 14:27:50,40.3563361,-74.6702592,936,1293,67
32,68119,Day 32: 18:55:19,40.348658800004,-74.66302809997009,726,1293,50
32,57807,Day 32: 16:03:27,40.3532342,-74.6656512,385,1293,33
32,65222,Day 32: 18:07:02,40.2977737,-74.682199,1412,1293,31
32,57777,Day 32: 16:02:57,40.35665600000001,-74.64587,136,1293,15
32,23861,Day 32: 06:37:41,40.34115659999999,-74.6498242,752,1293,12
33,58627,Day 33: 16:17:07,40.35132985009542,-74.6542150001004,804,1293,26
33,61348,Day 33: 17:02:28,40.356790000000004,-74.644482,546,1293,48
33,68409,Day 33: 19:00:09,40.362892999999985,-74.653722,250,1293,43
33,60559,Day 33: 16:49:19,40.35126050007238,-74.65888130007485,836,1293,28
33,68135,Day 33: 18:55:35,40.353018,-74.657897,783,1293,16
33,61366,Day 33: 17:02:46,40.343048,-74.667417,228,1293,3
34,57985,Day 34: 16:06:25,40.35638300000001,-74.6467468,135,1293,9
34,58930,Day 34: 16:22:10,40.32320990001872,-74.64706960009202,765,1293,59
34,71317,Day 34: 19:48:37,40.35197399999999,-74.660747,508,1293,14
34,72247,Day 34: 20:04:07,40.31474699999998,-74.637946,174,1293,18
34,58952,Day 34: 16:22:32,40.362966899999996,-74.6616207,520,1293,26
34,61059,Day 34: 16:57:39,40.3550282,-74.6576039,636,1293,34
35,66157,Day 35: 18:22:37,40.34431889999999,-74.6619301,724,1293,17
35,80609,Day 35: 22:23:29,40.35615549999999,-74.6616416,789,1293,39
35,64231,Day 35: 17:50:31,40.35518239999999,-74.6534134,270,1293,6
35,75486,Day 35: 20:58:06,40.35349599999999,-74.656631,563,1293,27
35,61285,Day 35: 17:01:25,40.34731300000001,-74.67131800000001,106,1293,10
35,71081,Day 35: 19:44:41,40.3422061,-74.6646694,891,1293,80
35,66421,Day 35: 18:27:01,40.318042999999996,-74.645838,641,1293,18
35,61095,Day 35: 16:58:15,40.34986785005096,-74.6714157500289,948,1293,6
35,72055,Day 35: 20:00:55,40.35532499999999,-74.64208,336,1293,22
36,57497,Day 36: 15:58:17,40.35545900000001,-74.66455,740,1293,25
36,61234,Day 36: 17:00:34,40.3074932,-74.6439648,1366,1293,15
36,52401,Day 36: 14:33:21,40.35550799999999,-74.666881,743,1293,53
36,83720,Day 36: 23:15:20,40.3514166,-74.6489148,326,1293,18
36,57392,Day 36: 15:56:32,40.3422061,-74.6646694,891,1293,7
36,71937,Day 36: 19:58:57,40.3284513,-74.6461361,399,1293,36
36,8276,Day 36: 02:17:56,40.34842626890513,-74.66371988864826,221,1293,62
36,63441,Day 36: 17:37:21,40.361931999999996,-74.653594,410,1293,52
37,58833,Day 37: 16:20:33,40.3538782,-74.6540424,272,1293,40
37,72519,Day 37: 20:08:39,40.34094199999999,-74.674401,112,1293,21
37,61336,Day 37: 17:02:16,40.30427220000001,-74.6442689,1349,1293,17
37,3210,Day 37: 00:53:30,40.35468899999999,-74.651722,271,1293,74
37,68431,Day 37: 19:00:31,40.35956199999999,-74.648193,30,1293,23
37,58024,Day 37: 16:07:04,40.35126050007238,-74.65888130007485,836,1293,7
37,57779,Day 37: 16:02:59,40.352332800000006,-74.6509065,269,1293,10
37,66138,Day 37: 18:22:18,40.34875039999999,-74.651597,753,1293,18
37,64807,Day 37: 18:00:07,40.3537332,-74.6682515,284,1293,22
37,76721,Day 37: 21:18:41,40.35956199999999,-74.648193,30,1293,33
38,61315,Day 38: 17:01:55,40.30040300000001,-74.684637,474,1293,13
38,69776,Day 38: 19:22:56,40.35066099999999,-74.667944,503,1293,25
38,8853,Day 38: 02:27:33,40.3482371,-74.6644351,222,1293,24
38,64699,Day 38: 17:58:19,40.35377459999999,-74.6583855,784,1293,21
38,61291,Day 38: 17:01:31,40.359362999999995,-74.6467567,34,1293,55
38,71987,Day 38: 19:59:47,40.351469000016294,-74.65771509990024,913,1293,36
38,67642,Day 38: 18:47:22,40.35518239999999,-74.6534134,270,1293,45
39,64560,Day 39: 17:56:00,40.330683,-74.59918900000001,1123,1293,29
39,61312,Day 39: 17:01:52,40.35614129999999,-74.6672063,745,1293,11
39,57192,Day 39: 15:53:12,40.34038890000001,-74.6558733,1399,1293,42
39,57410,Day 39: 15:56:50,40.313509,-74.65122000000001,297,1293,45
39,77282,Day 39: 21:28:02,40.353054,-74.655347,561,1293,22
39,52759,Day 39: 14:39:19,40.356731599999996,-74.6651723,744,1293,25
39,58643,Day 39: 16:17:23,40.3552209,-74.6621499,801,1293,20
40,80966,Day 40: 22:29:26,40.35197399999999,-74.660747,508,1293,59
40,54189,Day 40: 15:03:09,40.324954999999996,-74.646038,79,1293,9
40,68531,Day 40: 19:02:11,40.32365999999998,-74.6473836,888,1293,8
40,61117,Day 40: 16:58:37,40.316548956563025,-74.65253763863859,86,1293,30
40,61163,Day 40: 16:59:23,40.35609199999999,-74.645404,134,1293,2
40,61021,Day 40: 16:57:01,40.3536231,-74.6466972,549,1293,34
40,61874,Day 40: 17:11:14,40.358941,-74.6550182,925,1293,34
40,63232,Day 40: 17:33:52,40.32163400000001,-74.645877,763,1293,23
40,64361,Day 40: 17:52:41,40.36334099999999,-74.644245,338,1293,12
40,67326,Day 40: 18:42:06,40.35349599999999,-74.656631,563,1293,20
41,73543,Day 41: 20:25:43,40.35048900000001,-74.66299,350,1293,2
41,57630,Day 41: 16:00:30,40.34431889999999,-74.6619301,724,1293,15
41,61253,Day 41: 17:00:53,40.355357,-74.656382,562,1293,40
41,61435,Day 41: 17:03:55,40.34767020000001,-74.6710286,108,1293,3
41,75045,Day 41: 20:50:45,40.3532453,-74.6572754,785,1293,27
41,62619,Day 41: 17:23:39,40.3201,-74.646343,642,1293,18
41,58514,Day 41: 16:15:14,40.349134,-74.666925,895,1293,10
42,61342,Day 42: 17:02:22,40.356864,-74.6478104,436,1293,68
42,60739,Day 42: 16:52:19,40.329239,-74.651884,516,1293,21
42,61081,Day 42: 16:58:01,40.34781850000001,-74.6550376,632,1293,31
42,60311,Day 42: 16:45:11,40.349704,-74.6654261,774,1293,21
42,59201,Day 42: 16:26:41,40.3555604,-74.6487883,573,1293,20
42,53566,Day 42: 14:52:46,40.3272752,-74.6438446,887,1293,23
43,71861,Day 43: 19:57:41,40.3488775,-74.6511265,635,1293,32
43,58063,Day 43: 16:07:43,40.350749699999994,-74.6621001,349,1293,18
43,70373,Day 43: 19:32:53,40.3552209,-74.6621499,801,1293,21
43,61987,Day 43: 17:13:07,40.3070019,-74.6451472,1364,1293,26
43,67215,Day 43: 18:40:15,40.321126899999996,-74.637901,972,1293,3
43,68056,Day 43: 18:54:16,40.330569,-74.600798,1114,1293,22
43,61450,Day 43: 17:04:10,40.352568,-74.661003,511,1293,43
43,57288,Day 43: 15:54:48,40.35132985009542,-74.6542150001004,804,1293,38
44,61515,Day 44: 17:05:15,40.308324899999995,-74.6383081,1375,1293,19
44,58046,Day 44: 16:07:26,40.31513990002762,-74.63826009994621,176,1293,4
44,61435,Day 44: 17:03:55,40.352332800000006,-74.6509065,269,1293,47
44,68650,Day 44: 19:04:10,40.32787199999999,-74.650106,401,1293,54
44,61348,Day 44: 17:02:28,40.3573014,-74.6464709,320,1293,18
44,34326,Day 44: 09:32:06,40.353817,-74.655755,274,1293,17
44,46341,Day 44: 12:52:21,40.3510944,-74.6657416,501,1293,39
44,61496,Day 44: 17:04:56,40.348658800004,-74.66302809997009,726,1293,41
44,69901,Day 44: 19:25:01,40.352542,-74.650206,822,1293,38
45,77254,Day 45: 21:27:34,40.35956199999999,-74.648193,30,1293,32
45,58687,Day 45: 16:18:07,40.356079799999996,-74.647222,132,1293,19
45,68408,Day 45: 19:00:08,40.35529859999999,-74.6496337,572,1293,12
45,71953,Day 45: 19:59:13,40.3552209,-74.6621499,801,1293,27
45,72092,Day 45: 20:01:32,40.34603919999999,-74.6611197,722,1293,58
45,76618,Day 45: 21:16:58,40.352675,-74.65881,911,1293,21
45,40120,Day 45: 11:08:40,40.350749699999994,-74.6621001,349,1293,37
46,61257,Day 46: 17:00:57,40.3528219,-74.6584054,786,1293,19
46,58040,Day 46: 16:07:20,40.35087999999999,-74.6588674,610,1293,26
46,71818,Day 46: 19:56:58,40.356075999999995,-74.6053152,1290,1293,14
46,58613,Day 46: 16:16:53,40.31906500000001,-74.65314,76,1293,7
46,77533,Day 46: 21:32:13,40.35087999999999,-74.6588674,610,1293,7
46,61233,Day 46: 17:00:33,40.30904029999999,-74.6436409,1378,1293,6
46,58143,Day 46: 16:09:03,40.353054,-74.655347,561,1293,20
46,58001,Day 46: 16:06:41,40.317963408428355,-74.65432941565481,77,1293,11
47,65233,Day 47: 18:07:13,40.350749699999994,-74.6621001,349,1293,32
47,57726,Day 47: 16:02:06,40.353311999999995,-74.661324,258,1293,26
47,3712,Day 47: 01:01:52,40.3507917,-74.6392204,189,1293,33
47,57751,Day 47: 16:02:31,40.362052999999996,-74.653109,254,1293,36
47,583,Day 47: 00:09:43,40.32900300000001,-74.597871,1064,1293,54
47,71512,Day 47: 19:51:52,40.36183925730555,-74.6514374407527,1417,1293,12
47,77580,Day 47: 21:33:00,40.3500143,-74.6584985,942,1293,33
47,57144,Day 47: 15:52:24,40.36158388895669,-74.60128840904576,1151,1293,14
47,57480,Day 47: 15:58:00,40.3488775,-74.6511265,635,1293,22
48,58997,Day 48: 16:23:17,40.348658800004,-74.66302809997009,726,1293,15
48,60408,Day 48: 16:46:48,40.3232395,-74.6439486,766,1293,25
48,65357,Day 48: 18:09:17,40.35643609999999,-74.6604995,790,1293,36
48,583,Day 48: 00:09:43,40.35033889999999,-74.6535251,630,1293,26
48,56959,Day 48: 15:49:19,40.357409700003025,-74.66548024997776,746,1293,33
48,62355,Day 48: 17:19:15,40.35626049999998,-74.6612104,788,1293,12
48,69893,Day 48: 19:24:53,40.31002939999999,-74.6414576,1384,1293,72
48,62975,Day 48: 17:29:35,40.355717999999996,-74.646207,131,1293,30
49,71536,Day 49: 19:52:16,40.329327299999996,-74.6473322,927,1293,7
49,78118,Day 49: 21:41:58,40.362052999999996,-74.653109,254,1293,22
49,72050,Day 49: 20:00:50,40.352116,-74.663057,506,1293,17
