Person ID,OType,OName,OLon,OLat,OXCoord,OYCoord,ODepartureTime,DType,DName,DLon,DLat,DXCoord,DYCoord,GCDistance,Prob. of Driving Themselves,Prob. of Getting a Ride,Prob. of Using Uber/MT,Prob. of Taking AV System,Trip_Type
34001298946,W,MA CHERIE BOUTIQUE,-74.6629,40.3492,2407,463,7391.0,O,UNIVERSITY MEDICAL CTR-PRNCTN,-74.6617,40.3568,2407,464,0.5339,0.07,0.093,0.093,0.744,W
42002817736,W,OLSON'S FINE FOODS,-74.6619,40.3503,2407,463,7402.0,O,OLD WORLD PIZZA,-74.6519,40.3524,2408,463,0.5488,0.452,0.055,0.055,0.438,W
42003626415,W,PINS & NEEDLES,-74.6626,40.3492,2407,463,7415.0,O,UNIVERSITY MEDICAL CTR-PRNCTN,-74.6617,40.3568,2407,464,0.5293,0.944,0.006,0.006,0.045,W
34004472775,W,MA CHERIE BOUTIQUE,-74.6629,40.3492,2407,463,7532.0,O,UNIVERSITY MEDICAL CTR-PRNCTN,-74.6617,40.3568,2407,464,0.5339,0.15,0.085,0.085,0.68,W
34004595144,H,Home,-74.6629,40.3469,2407,463,9093.0,O,UNIVERSITY MEDICAL CTR-PRNCTN,-74.6617,40.3568,2407,464,0.6923,0.911,0.009,0.009,0.071,O
34004597201,H,Home,-74.6688,40.3495,2407,463,9153.0,O,UNIVERSITY MEDICAL CTR-PRNCTN,-74.6617,40.3568,2407,464,0.6314,0.191,0.081,0.081,0.647,O
34004255509,O,GARDEN CAFE & CATERERS-PRNCTN,-74.6642,40.3516,2407,463,9460.0,W,COVANCE INC,-74.647,40.3187,2410,459,2.447,0.916,0.008,0.008,0.067,W
34004338237,O,MASALA GRILL,-74.6627,40.3497,2407,463,13881.0,W,COVANCE INC,-74.647,40.3187,2410,459,2.2971,0.154,0.085,0.085,0.677,W
34004497169,O,BUCK'S COUNTY DRY GOODS,-74.6619,40.3502,2407,463,14066.0,H,Home,-74.652,40.3533,2408,463,0.5658,0.993,0.001,0.001,0.006,O
34004737383,O,N T CALLAWAY REAL ESTATE,-74.6639,40.3494,2407,463,15086.0,W,COVANCE INC,-74.647,40.3187,2410,459,2.2988,0.207,0.079,0.079,0.634,W
34004597319,H,Home,-74.6713,40.3474,2407,463,21833.0,W,ROCKWOOD SPECIALTIES GROUP INC,-74.649,40.3225,2410,459,2.087,0.92,0.016,0.016,0.048,W
34004597042,H,Home,-74.6692,40.3512,2407,463,23267.0,W,ROCKWOOD SPECIALTIES GROUP INC,-74.649,40.3225,2410,459,2.2542,0.948,0.01,0.01,0.031,W
34004597199,H,Home,-74.6688,40.3495,2407,463,24775.0,W,ROCKWOOD SPECIALTIES GROUP INC,-74.649,40.3225,2410,459,2.1387,0.0,0.14,0.06,0.8,W
34004499871,H,Home,-74.6632,40.3496,2407,463,25011.0,W,ROCKWOOD SPECIALTIES GROUP INC,-74.649,40.3225,2410,459,2.0216,0.921,0.016,0.016,0.047,W
34004499950,H,Home,-74.6614,40.3504,2407,463,25140.0,W,ROCKWOOD SPECIALTIES GROUP INC,-74.649,40.3225,2410,459,2.0395,0.961,0.004,0.004,0.031,W
34004498907,H,Home,-74.6654,40.3532,2407,463,26773.0,S,PRINCETON HIGH,-74.6561,40.3592,2408,464,0.6472,0.0,0.118,0.078,0.804,S
34004499504,H,Home,-74.6626,40.3537,2407,463,26776.0,W,ROCKWOOD SPECIALTIES GROUP INC,-74.649,40.3225,2410,459,2.273,0.933,0.007,0.007,0.054,W
34004596483,H,Home,-74.6667,40.3481,2407,463,26797.0,S,PRINCETON HIGH,-74.6561,40.3592,2408,464,0.9522,0.186,0.081,0.081,0.651,S
34004499634,H,Home,-74.6622,40.3527,2407,463,26979.0,S,COMMUNITY PARK,-74.6628,40.3607,2407,464,0.5513,0.0,0.164,0.07,0.765,S
34004597057,H,Home,-74.6692,40.3512,2407,463,27049.0,S,PRINCETON HIGH,-74.6561,40.3592,2408,464,0.8835,0.0,0.123,0.082,0.795,S
34004498920,H,Home,-74.6654,40.3532,2407,463,27085.0,S,COMMUNITY PARK,-74.6628,40.3607,2407,464,0.5373,0.0,0.112,0.048,0.84,S
34004597001,H,Home,-74.6698,40.3526,2407,463,27132.0,S,COMMUNITY PARK,-74.6628,40.3607,2407,464,0.6694,0.0,0.139,0.059,0.802,S
34004597364,H,Home,-74.6713,40.3474,2407,463,27179.0,S,PRINCETON HIGH,-74.6561,40.3592,2408,464,1.1427,0.0,0.124,0.053,0.823,S
34004596987,H,Home,-74.6698,40.3526,2407,463,27242.0,S,PRINCETON HIGH,-74.6561,40.3592,2408,464,0.8562,0.0,0.121,0.08,0.799,S
34004597232,H,Home,-74.6667,40.3501,2407,463,27291.0,S,PRINCETON HIGH,-74.6561,40.3592,2408,464,0.8394,0.0,0.172,0.074,0.754,S
34004499630,H,Home,-74.6622,40.3527,2407,463,27327.0,S,COMMUNITY PARK,-74.6628,40.3607,2407,464,0.5513,0.0,0.111,0.074,0.815,S
34004499798,H,Home,-74.6644,40.3501,2407,463,27360.0,S,PRINCETON HIGH,-74.6561,40.3592,2408,464,0.7657,0.0,0.125,0.053,0.822,S
34004498914,H,Home,-74.6654,40.3532,2407,463,27372.0,S,PRINCETON HIGH,-74.6561,40.3592,2408,464,0.6472,0.0,0.174,0.075,0.751,S
34004597365,H,Home,-74.6713,40.3474,2407,463,27442.0,S,PRINCETON HIGH,-74.6561,40.3592,2408,464,1.1427,0.0,0.161,0.069,0.77,S
34004596488,H,Home,-74.6667,40.3481,2407,463,27447.0,S,PRINCETON HIGH,-74.6561,40.3592,2408,464,0.9522,0.0,0.167,0.071,0.762,S
34004499982,H,Home,-74.6614,40.3504,2407,463,27451.0,S,PRINCETON HIGH,-74.6561,40.3592,2408,464,0.6704,0.0,0.116,0.05,0.834,S
34004499799,H,Home,-74.6644,40.3501,2407,463,27505.0,S,PRINCETON HIGH,-74.6561,40.3592,2408,464,0.7657,0.0,0.153,0.065,0.782,S
34004596492,H,Home,-74.6667,40.3481,2407,463,27507.0,S,PRINCETON HIGH,-74.6561,40.3592,2408,464,0.9522,0.0,0.123,0.082,0.795,S
34004499806,H,Home,-74.6644,40.3501,2407,463,27529.0,S,COMMUNITY PARK,-74.6628,40.3607,2407,464,0.7323,0.0,0.168,0.072,0.76,S
34004596983,H,Home,-74.6698,40.3526,2407,463,27534.0,S,PRINCETON HIGH,-74.6561,40.3592,2408,464,0.8562,0.0,0.103,0.069,0.828,S
34004596493,H,Home,-74.6667,40.3481,2407,463,27540.0,S,COMMUNITY PARK,-74.6628,40.3607,2407,464,0.8938,0.0,0.115,0.077,0.808,S
34004597012,H,Home,-74.6698,40.3526,2407,463,27541.0,S,COMMUNITY PARK,-74.6628,40.3607,2407,464,0.6694,0.0,0.135,0.09,0.775,S
34004597362,H,Home,-74.6713,40.3474,2407,463,27553.0,S,PRINCETON HIGH,-74.6561,40.3592,2408,464,1.1427,0.0,0.093,0.062,0.845,S
34004597019,H,Home,-74.6698,40.3526,2407,463,27564.0,S,COMMUNITY PARK,-74.6628,40.3607,2407,464,0.6694,0.0,0.0,0.0,0.0,S
34004597213,H,Home,-74.6688,40.3495,2407,463,27575.0,S,PRINCETON HIGH,-74.6561,40.3592,2408,464,0.9481,0.0,0.132,0.088,0.78,S
34004596995,H,Home,-74.6698,40.3526,2407,463,27583.0,S,COMMUNITY PARK,-74.6628,40.3607,2407,464,0.6694,0.0,0.128,0.086,0.786,S
34004597205,H,Home,-74.6688,40.3495,2407,463,27602.0,S,PRINCETON HIGH,-74.6561,40.3592,2408,464,0.9481,0.0,0.122,0.082,0.796,S
34004597014,H,Home,-74.6698,40.3526,2407,463,27611.0,S,COMMUNITY PARK,-74.6628,40.3607,2407,464,0.6694,0.0,0.135,0.09,0.775,S
34004499810,H,Home,-74.6644,40.3501,2407,463,27629.0,S,COMMUNITY PARK,-74.6628,40.3607,2407,464,0.7323,0.0,0.165,0.071,0.764,S
34004499802,H,Home,-74.6644,40.3501,2407,463,27635.0,S,PRINCETON HIGH,-74.6561,40.3592,2408,464,0.7657,0.0,0.091,0.061,0.848,S
34004596985,H,Home,-74.6698,40.3526,2407,463,27635.0,S,PRINCETON HIGH,-74.6561,40.3592,2408,464,0.8562,0.0,0.134,0.089,0.777,S
34004499811,H,Home,-74.6644,40.3501,2407,463,27686.0,S,COMMUNITY PARK,-74.6628,40.3607,2407,464,0.7323,0.0,0.175,0.075,0.75,S
34004597368,H,Home,-74.6713,40.3474,2407,463,27690.0,S,PRINCETON HIGH,-74.6561,40.3592,2408,464,1.1427,0.0,0.143,0.061,0.795,S
34004498933,H,Home,-74.6654,40.3532,2407,463,27691.0,S,COMMUNITY PARK,-74.6628,40.3607,2407,464,0.5373,0.0,0.134,0.058,0.808,S
34004499574,H,Home,-74.6626,40.3537,2407,463,27730.0,S,PRINCETON HIGH,-74.6561,40.3592,2408,464,0.5159,0.0,0.0,0.0,0.0,S
34004498927,H,Home,-74.6654,40.3532,2407,463,27774.0,S,COMMUNITY PARK,-74.6628,40.3607,2407,464,0.5373,0.0,0.107,0.071,0.822,S
34004499975,H,Home,-74.6614,40.3504,2407,463,27802.0,S,PRINCETON HIGH,-74.6561,40.3592,2408,464,0.6704,0.0,0.037,0.024,0.939,S
34004499645,H,Home,-74.6622,40.3527,2407,463,27820.0,S,COMMUNITY PARK,-74.6628,40.3607,2407,464,0.5513,0.0,0.0,0.0,0.0,S
34004595136,H,Home,-74.6629,40.3469,2407,463,27861.0,S,COMMUNITY PARK,-74.6628,40.3607,2407,464,0.9535,0.0,0.153,0.066,0.781,S
34004499491,H,Home,-74.6626,40.3537,2407,463,27886.0,S,PRINCETON HIGH,-74.6561,40.3592,2408,464,0.5159,0.0,0.143,0.061,0.796,S
34004499635,H,Home,-74.6622,40.3527,2407,463,27999.0,S,COMMUNITY PARK,-74.6628,40.3607,2407,464,0.5513,0.0,0.163,0.07,0.767,S
34004595132,H,Home,-74.6629,40.3469,2407,463,28037.0,S,COMMUNITY PARK,-74.6628,40.3607,2407,464,0.9535,0.0,0.0,0.0,0.0,S
34004499490,H,Home,-74.6626,40.3537,2407,463,28041.0,S,PRINCETON HIGH,-74.6561,40.3592,2408,464,0.5159,0.0,0.136,0.058,0.805,S
34004596986,H,Home,-74.6698,40.3526,2407,463,28052.0,S,PRINCETON HIGH,-74.6561,40.3592,2408,464,0.8562,0.0,0.118,0.078,0.804,S
34004597358,H,Home,-74.6713,40.3474,2407,463,28066.0,S,PRINCETON HIGH,-74.6561,40.3592,2408,464,1.1427,0.0,0.169,0.072,0.759,S
34004498910,H,Home,-74.6654,40.3532,2407,463,28136.0,S,PRINCETON HIGH,-74.6561,40.3592,2408,464,0.6472,0.0,0.157,0.067,0.775,S
34004499484,H,Home,-74.6626,40.3537,2407,463,28156.0,W,COVANCE INC,-74.647,40.3187,2410,459,2.5517,0.394,0.061,0.061,0.485,W
34004597371,H,Home,-74.6713,40.3474,2407,463,28197.0,S,PRINCETON HIGH,-74.6561,40.3592,2408,464,1.1427,0.0,0.106,0.046,0.848,S
34004499716,H,Home,-74.662,40.3521,2407,463,28227.0,S,COMMUNITY PARK,-74.6628,40.3607,2407,464,0.595,0.0,0.127,0.055,0.818,S
34004597209,H,Home,-74.6688,40.3495,2407,463,28249.0,S,PRINCETON HIGH,-74.6561,40.3592,2408,464,0.9481,0.0,0.091,0.06,0.849,S
34004499744,H,Home,-74.662,40.3513,2407,463,28288.0,S,PRINCETON HIGH,-74.6561,40.3592,2408,464,0.628,0.0,0.112,0.075,0.813,S
34004499446,H,Home,-74.6626,40.3537,2407,463,28312.0,W,COVANCE INC,-74.647,40.3187,2410,459,2.5517,0.0,0.028,0.018,0.954,W
34004596997,H,Home,-74.6698,40.3526,2407,463,28373.0,S,COMMUNITY PARK,-74.6628,40.3607,2407,464,0.6694,0.0,0.098,0.065,0.837,S
34004595125,H,Home,-74.6629,40.3469,2407,463,28385.0,S,PRINCETON HIGH,-74.6561,40.3592,2408,464,0.9254,0.0,0.17,0.073,0.757,S
34004498888,H,Home,-74.6654,40.3532,2407,463,28392.0,O,COVANCE INC,-74.647,40.3187,2410,459,2.5715,0.913,0.009,0.009,0.07,O
34004595152,H,Home,-74.6629,40.3469,2407,463,28406.0,S,PRINCETON HIGH,-74.6561,40.3592,2408,464,0.9254,0.173,0.083,0.083,0.662,S
34004499573,H,Home,-74.6626,40.3537,2407,463,28417.0,S,PRINCETON HIGH,-74.6561,40.3592,2408,464,0.5159,0.0,0.0,0.0,0.0,S
34004499641,H,Home,-74.6622,40.3527,2407,463,28417.0,S,COMMUNITY PARK,-74.6628,40.3607,2407,464,0.5513,0.0,0.0,0.0,0.0,S
34004499493,H,Home,-74.6626,40.3537,2407,463,28468.0,S,PRINCETON HIGH,-74.6561,40.3592,2408,464,0.5159,0.0,0.146,0.098,0.756,S
34004597375,H,Home,-74.6713,40.3474,2407,463,28474.0,S,PRINCETON HIGH,-74.6561,40.3592,2408,464,1.1427,0.0,0.096,0.064,0.84,S
34004499618,H,Home,-74.6622,40.3527,2407,463,28487.0,S,PRINCETON HIGH,-74.6561,40.3592,2408,464,0.553,0.0,0.125,0.053,0.822,S
34004595134,H,Home,-74.6629,40.3469,2407,463,28489.0,S,COMMUNITY PARK,-74.6628,40.3607,2407,464,0.9535,0.0,0.11,0.047,0.843,S
34004499622,H,Home,-74.6622,40.3527,2407,463,28493.0,S,PRINCETON HIGH,-74.6561,40.3592,2408,464,0.553,0.0,0.162,0.069,0.769,S
34004595138,H,Home,-74.6629,40.3469,2407,463,28499.0,S,COMMUNITY PARK,-74.6628,40.3607,2407,464,0.9535,0.0,0.155,0.067,0.778,S
34004499633,H,Home,-74.6622,40.3527,2407,463,28511.0,S,COMMUNITY PARK,-74.6628,40.3607,2407,464,0.5513,0.0,0.13,0.056,0.814,S
34004499812,H,Home,-74.6644,40.3501,2407,463,28516.0,S,COMMUNITY PARK,-74.6628,40.3607,2407,464,0.7323,0.0,0.105,0.045,0.85,S
34004498911,H,Home,-74.6654,40.3532,2407,463,28552.0,S,COMMUNITY PARK,-74.6628,40.3607,2407,464,0.5373,0.0,0.129,0.055,0.816,S
34004499932,H,Home,-74.6614,40.3504,2407,463,28572.0,W,ROCKWOOD SPECIALTIES GROUP INC,-74.649,40.3225,2410,459,2.0395,0.988,0.001,0.001,0.01,W
34004595124,H,Home,-74.6629,40.3469,2407,463,28572.0,S,PRINCETON HIGH,-74.6561,40.3592,2408,464,0.9254,0.0,0.127,0.054,0.819,S
34004498906,H,Home,-74.6654,40.3532,2407,463,28600.0,S,PRINCETON HIGH,-74.6561,40.3592,2408,464,0.6472,0.0,0.122,0.081,0.797,S
34004597064,H,Home,-74.6692,40.3512,2407,463,28621.0,S,COMMUNITY PARK,-74.6628,40.3607,2407,464,0.7338,0.0,0.141,0.094,0.765,S
34004596489,H,Home,-74.6667,40.3481,2407,463,28628.0,S,COMMUNITY PARK,-74.6628,40.3607,2407,464,0.8938,0.0,0.12,0.052,0.828,S
34004499647,H,Home,-74.6622,40.3527,2407,463,28662.0,S,COMMUNITY PARK,-74.6628,40.3607,2407,464,0.5513,0.0,0.0,0.0,0.0,S
34004498918,H,Home,-74.6654,40.3532,2407,463,28691.0,S,COMMUNITY PARK,-74.6628,40.3607,2407,464,0.5373,0.0,0.171,0.073,0.756,S
34004595122,H,Home,-74.6629,40.3469,2407,463,28795.0,S,PRINCETON HIGH,-74.6561,40.3592,2408,464,0.9254,0.0,0.122,0.081,0.797,S
34004596999,H,Home,-74.6698,40.3526,2407,463,28929.0,S,PRINCETON HIGH,-74.6561,40.3592,2408,464,0.8562,0.0,0.122,0.081,0.797,S
34004595133,H,Home,-74.6629,40.3469,2407,463,28977.0,S,COMMUNITY PARK,-74.6628,40.3607,2407,464,0.9535,0.0,0.107,0.046,0.847,S
34004499488,H,Home,-74.6626,40.3537,2407,463,28983.0,S,PRINCETON HIGH,-74.6561,40.3592,2408,464,0.5159,0.0,0.11,0.073,0.817,S
34004597361,H,Home,-74.6713,40.3474,2407,463,28990.0,S,PRINCETON HIGH,-74.6561,40.3592,2408,464,1.1427,0.0,0.106,0.07,0.824,S
34004597003,H,Home,-74.6698,40.3526,2407,463,28990.0,S,COMMUNITY PARK,-74.6628,40.3607,2407,464,0.6694,0.0,0.111,0.047,0.842,S
34004597214,H,Home,-74.6688,40.3495,2407,463,28997.0,S,PRINCETON HIGH,-74.6561,40.3592,2408,464,0.9481,0.0,0.129,0.086,0.785,S
34004596500,H,Home,-74.6667,40.3481,2407,463,29114.0,S,PRINCETON HIGH,-74.6561,40.3592,2408,464,0.9522,0.09,0.182,0.182,0.546,S
34004498932,H,Home,-74.6654,40.3532,2407,463,29153.0,S,COMMUNITY PARK,-74.6628,40.3607,2407,464,0.5373,0.0,0.127,0.054,0.819,S
34004597060,H,Home,-74.6692,40.3512,2407,463,29157.0,S,COMMUNITY PARK,-74.6628,40.3607,2407,464,0.7338,0.0,0.104,0.07,0.826,S
34004597017,H,Home,-74.6698,40.3526,2407,463,29170.0,S,COMMUNITY PARK,-74.6628,40.3607,2407,464,0.6694,0.0,0.101,0.067,0.832,S
34004596990,H,Home,-74.6698,40.3526,2407,463,29178.0,S,PRINCETON HIGH,-74.6561,40.3592,2408,464,0.8562,0.0,0.159,0.068,0.773,S
34004597378,H,Home,-74.6713,40.3474,2407,463,29208.0,S,PRINCETON HIGH,-74.6561,40.3592,2408,464,1.1427,0.0,0.132,0.088,0.78,S
34004498936,H,Home,-74.6654,40.3532,2407,463,29211.0,S,COMMUNITY PARK,-74.6628,40.3607,2407,464,0.5373,0.0,0.151,0.065,0.784,S
34004595137,H,Home,-74.6629,40.3469,2407,463,29225.0,S,COMMUNITY PARK,-74.6628,40.3607,2407,464,0.9535,0.0,0.13,0.056,0.814,S
34004597018,H,Home,-74.6698,40.3526,2407,463,29248.0,S,COMMUNITY PARK,-74.6628,40.3607,2407,464,0.6694,0.0,0.113,0.075,0.812,S
34004597357,H,Home,-74.6713,40.3474,2407,463,29282.0,S,PRINCETON HIGH,-74.6561,40.3592,2408,464,1.1427,0.0,0.126,0.054,0.82,S
34004597212,H,Home,-74.6688,40.3495,2407,463,29285.0,S,PRINCETON HIGH,-74.6561,40.3592,2408,464,0.9481,0.0,0.095,0.064,0.841,S
34004499510,H,Home,-74.6626,40.3537,2407,463,29364.0,S,PRINCETON HIGH,-74.6561,40.3592,2408,464,0.5159,0.0,0.114,0.049,0.837,S
34004499807,H,Home,-74.6644,40.3501,2407,463,29381.0,S,COMMUNITY PARK,-74.6628,40.3607,2407,464,0.7323,0.0,0.125,0.053,0.822,S
34004499631,H,Home,-74.6622,40.3527,2407,463,29422.0,S,COMMUNITY PARK,-74.6628,40.3607,2407,464,0.5513,0.0,0.122,0.081,0.797,S
34004499629,H,Home,-74.6622,40.3527,2407,463,29516.0,S,COMMUNITY PARK,-74.6628,40.3607,2407,464,0.5513,0.0,0.095,0.064,0.841,S
34004596989,H,Home,-74.6698,40.3526,2407,463,29522.0,S,PRINCETON HIGH,-74.6561,40.3592,2408,464,0.8562,0.0,0.17,0.073,0.757,S
34004499808,H,Home,-74.6644,40.3501,2407,463,29595.0,S,COMMUNITY PARK,-74.6628,40.3607,2407,464,0.7323,0.0,0.127,0.054,0.819,S
34004499603,H,Home,-74.6622,40.3527,2407,463,29609.0,W,NRG ENERGY INC,-74.6451,40.3191,2410,459,2.492,0.901,0.02,0.02,0.059,W
34004499638,H,Home,-74.6622,40.3527,2407,463,29718.0,S,COMMUNITY PARK,-74.6628,40.3607,2407,464,0.5513,0.0,0.0,0.0,0.0,S
34004597233,H,Home,-74.6667,40.3501,2407,463,29797.0,S,PRINCETON HIGH,-74.6561,40.3592,2408,464,0.8394,0.0,0.13,0.056,0.815,S
34004498931,H,Home,-74.6654,40.3532,2407,463,29892.0,S,COMMUNITY PARK,-74.6628,40.3607,2407,464,0.5373,0.0,0.0,0.0,0.0,S
34004498924,H,Home,-74.6654,40.3532,2407,463,29951.0,S,COMMUNITY PARK,-74.6628,40.3607,2407,464,0.5373,0.0,0.145,0.062,0.793,S
34004597207,H,Home,-74.6688,40.3495,2407,463,30012.0,S,PRINCETON HIGH,-74.6561,40.3592,2408,464,0.9481,0.0,0.143,0.095,0.762,S
34004596977,H,Home,-74.6698,40.3526,2407,463,30133.0,W,COVANCE INC,-74.647,40.3187,2410,459,2.6313,0.392,0.061,0.061,0.486,W
34004595104,H,Home,-74.6629,40.3469,2407,463,30160.0,W,ST PAUL ROMAN CATHOLIC SCHOOL,-74.6536,40.3516,2408,463,0.5886,0.93,0.014,0.014,0.042,W
34004499899,H,Home,-74.6617,40.3498,2407,463,30218.0,W,NRG ENERGY INC,-74.6451,40.3191,2410,459,2.2971,0.0,0.06,0.04,0.9,W
34004597231,H,Home,-74.6667,40.3501,2407,463,30243.0,W,TREE-TECH INC,-74.6502,40.3562,2408,464,0.9646,0.914,0.009,0.009,0.069,W
34004499452,H,Home,-74.6626,40.3537,2407,463,30353.0,W,PRINCETON UNIVERSITY,-74.6557,40.3486,2408,463,0.5039,0.0,0.002,0.002,0.996,W
34004498876,H,Home,-74.6654,40.3532,2407,463,30366.0,W,NRG ENERGY INC,-74.6451,40.3191,2410,459,2.5876,0.0,0.0,0.0,0.0,W
34004499946,H,Home,-74.6614,40.3504,2407,463,30401.0,W,COMPLETE CARPET CARE,-74.6502,40.3562,2408,464,0.7151,0.0,0.0,0.0,0.0,W
34004597337,H,Home,-74.6713,40.3474,2407,463,30547.0,W,PRINCETON UNIVERSITY,-74.6557,40.3486,2408,463,0.8244,0.97,0.006,0.006,0.018,W
34004499910,H,Home,-74.6617,40.3498,2407,463,30572.0,W,NRG ENERGY INC,-74.6451,40.3191,2410,459,2.2971,0.0,0.01,0.006,0.984,W
34004498905,H,Home,-74.6654,40.3532,2407,463,30642.0,W,NRG ENERGY INC,-74.6451,40.3191,2410,459,2.5876,0.92,0.016,0.016,0.048,W
34004499505,H,Home,-74.6626,40.3537,2407,463,30899.0,S,PRINCETON HIGH,-74.6561,40.3592,2408,464,0.5159,0.0,0.109,0.047,0.844,S
34004499501,H,Home,-74.6626,40.3537,2407,463,32233.0,W,REVERIE CONSULTING CORP,-74.6502,40.3562,2408,464,0.6776,0.959,0.004,0.004,0.033,W
34004499852,H,Home,-74.6632,40.3496,2407,463,32269.0,W,ROBERT WOOD JOHNSON FOUNDATION,-74.6502,40.3562,2408,464,0.8209,0.0,0.002,0.001,0.997,W
34004498878,H,Home,-74.6654,40.3532,2407,463,32451.0,W,BANK OF PRINCETON,-74.6552,40.3514,2408,463,0.5533,0.976,0.002,0.002,0.019,W
34004498903,H,Home,-74.6654,40.3532,2407,463,35527.0,W,RCN CORP,-74.6466,40.321,2410,459,2.4349,0.116,0.088,0.088,0.707,W
34004499560,H,Home,-74.6626,40.3537,2407,463,35604.0,W,RCN CORP,-74.6466,40.321,2410,459,2.4103,0.125,0.088,0.088,0.7,W
34004499528,H,Home,-74.6626,40.3537,2407,463,35661.0,W,RCN CORP,-74.6466,40.321,2410,459,2.4103,0.384,0.062,0.062,0.493,W
34004596465,H,Home,-74.6667,40.3481,2407,463,35743.0,W,RCN CORP,-74.6466,40.321,2410,459,2.153,0.0,0.005,0.003,0.992,W
34004597341,H,Home,-74.6713,40.3474,2407,463,35796.0,W,RCN CORP,-74.6466,40.321,2410,459,2.2428,0.945,0.011,0.011,0.033,W
34004597044,H,Home,-74.6692,40.3512,2407,463,35863.0,W,RCN CORP,-74.6466,40.321,2410,459,2.4041,0.981,0.004,0.004,0.011,W
34004499559,H,Home,-74.6626,40.3537,2407,463,35891.0,W,RCN CORP,-74.6466,40.321,2410,459,2.4103,0.33,0.067,0.067,0.536,W
34004499617,H,Home,-74.6622,40.3527,2407,463,35988.0,W,RCN CORP,-74.6466,40.321,2410,459,2.3405,0.964,0.004,0.004,0.029,W
34004498944,H,Home,-74.6654,40.3532,2407,463,36014.0,W,RCN CORP,-74.6466,40.321,2410,459,2.4349,0.911,0.009,0.009,0.071,W
34004597310,H,Home,-74.6713,40.3474,2407,463,30712.0,O,UNIVERSITY MEDICAL CTR-PRNCTN,-74.6617,40.3568,2407,464,0.8251,0.0,0.11,0.074,0.816,O
34004597367,H,Home,-74.6713,40.3474,2407,463,31014.75,O,FRAME SHOPPE,-74.6601,40.351,2408,463,0.6375,0.981,0.002,0.002,0.015,O
34004595094,H,Home,-74.6629,40.3469,2407,463,31345.5,O,COVANCE INC,-74.647,40.3187,2410,459,2.1189,0.994,0.001,0.001,0.004,O
34004596461,H,Home,-74.6667,40.3481,2407,463,31907.25,O,SPRING STREET PARK & SHOP,-74.6502,40.3562,2408,464,1.0376,0.958,0.004,0.008,0.029,O
34004597332,H,Home,-74.6713,40.3474,2407,463,32448.0,O,PRINCETON WINE & LIQUOR,-74.6562,40.3511,2408,463,0.8351,0.952,0.01,0.01,0.029,O
