ODepartureTime,formatted_time,origin_name,origin_lat,origin_lon,destination_name,destination_lat,destination_lon
7361.0,02:02:41,COVANCE INC,40.3187,-74.647,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
7391.0,02:03:11,MA CHERIE BOUTIQUE,40.3492,-74.6629,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
7407.0,02:03:27,DSW SHOE WAREHOUSE,40.295,-74.6847,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
7415.0,02:03:35,PINS & NEEDLES,40.3492,-74.6626,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
7479.0,02:04:39,ALL ABOUT APPLIANCES,40.3562,-74.6502,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
7532.0,02:05:32,MA CHERIE BOUTIQUE,40.3492,-74.6629,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
7575.0,02:06:15,GAP,40.2935,-74.6817,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
8681.0,02:24:41,HEARTLAND PAYMENT SYSTEMS INC,40.3499,-74.66,PRINCETON HEALTHCARE SYST,40.3562,-74.6502
8853.0,02:27:33,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617,BRACCO DIAGNOSTICS INC,40.3586,-74.5985
8950.0,02:29:10,MT PISGAH AME CHURCH,40.3542,-74.6625,PRINCETON HEALTHCARE SYST,40.3562,-74.6502
9093.0,02:31:33,Home,40.3469,-74.6629,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
9153.0,02:32:33,Home,40.3495,-74.6688,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
9741.0,02:42:21,COVANCE INC,40.3187,-74.647,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
11414.0,03:10:14,Home,40.3536,-74.651,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
13261.0,03:41:01,Home,40.3577,-74.6501,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
15557.0,04:19:17,Home,40.3533,-74.652,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
15689.0,04:21:29,FORRESTAL AT PRINCETON HOTEL,40.3554,-74.5985,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
15773.0,04:22:53,HEARTLAND PAYMENT SYSTEMS INC,40.3499,-74.66,PRINCETON HEALTHCARE SYST,40.3562,-74.6502
21258.0,05:54:18,Home,40.3563,-74.6637,BRACCO DIAGNOSTICS INC,40.3586,-74.5985
28432.0,07:53:52,Home,40.3069,-74.6416,BRACCO DIAGNOSTICS INC,40.3586,-74.5985
29943.0,08:19:03,Home,40.3069,-74.6416,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
30005.0,08:20:05,Home,40.3069,-74.6416,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
30017.0,08:20:17,Home,40.2936,-74.6894,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
30101.0,08:21:41,Home,40.3069,-74.6416,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
30124.0,08:22:04,Home,40.3069,-74.6416,PRINCETON HEALTHCARE MGMT SVC,40.322,-74.648
30228.0,08:23:48,Home,40.3069,-74.6416,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
30287.0,08:24:47,Home,40.3511,-74.653,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
30365.0,08:26:05,Home,40.3533,-74.652,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
30461.0,08:27:41,Home,40.3069,-74.6416,PRINCETON HEALTHCARE SYST,40.3562,-74.6502
30626.25,08:30:26,Home,40.3452,-74.6614,PRINCETON HEALTHCARE SYST,40.3562,-74.6502
30712.0,08:31:52,Home,40.3474,-74.6713,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
30726.0,08:32:06,Home,40.3536,-74.651,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
30728.0,08:32:08,Home,40.3504,-74.6552,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
31140.75,08:39:00,Home,40.3418,-74.6639,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
31406.75,08:43:26,Home,40.3452,-74.6614,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
31473.25,08:44:33,Home,40.3069,-74.6416,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
31709.5,08:48:29,Home,40.3418,-74.6639,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
32017.0,08:53:37,Home,40.3069,-74.6416,COMPASS HEALTHCARE COMM,40.3488,-74.663
32040.25,08:54:00,Home,40.3577,-74.6501,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
32218.75,08:56:58,Home,40.3069,-74.6416,PRINCETON HEALTHCARE MGMT SVC,40.322,-74.648
32422.0,09:00:22,Home,40.3559,-74.6635,GE HEALTHCARE,40.3229,-74.646
32663.25,09:04:23,Home,40.3584,-74.6497,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
32705.25,09:05:05,Home,40.3495,-74.6688,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
32911.75,09:08:31,Home,40.3495,-74.6688,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
33265.25,09:14:25,Home,40.3469,-74.6629,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
33429.75,09:17:09,Home,40.3552,-74.6517,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
33536.5,09:18:56,Home,40.3069,-74.6416,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
33541.75,09:19:01,Home,40.3069,-74.6416,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
33576.75,09:19:36,Home,40.2936,-74.6894,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
33608.25,09:20:08,Home,40.3552,-74.6517,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
34002.0,09:26:42,Home,40.3552,-74.6517,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
34133.25,09:28:53,Home,40.3418,-74.6639,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
34255.75,09:30:55,Home,40.3469,-74.6629,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
34528.75,09:35:28,Home,40.3459,-74.6596,PRINCETON HEALTHCARE SYST,40.3562,-74.6502
35120.25,09:45:20,Home,40.3069,-74.6416,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
35127.25,09:45:27,COVANCE INC,40.3187,-74.647,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
35192.0,09:46:32,Home,40.2936,-74.6894,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
35260.25,09:47:40,SEARS,40.2898,-74.6854,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
35349.5,09:49:09,Home,40.3481,-74.6667,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
35531.5,09:52:11,Home,40.3069,-74.6416,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
35741.5,09:55:41,Home,40.2936,-74.6894,PRINCETON HEALTHCARE SYST,40.3562,-74.6502
35883.25,09:58:03,Home,40.3069,-74.6416,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
35974.25,09:59:34,Home,40.3452,-74.6614,OCCUPATIONAL HEALTH SVC,40.3568,-74.6617
35991.75,09:59:51,COVANCE INC,40.3187,-74.647,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
36035.5,10:00:35,Home,40.3469,-74.6629,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
36298.0,10:04:58,Home,40.3418,-74.6639,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
36341.75,10:05:41,COVANCE INC,40.3187,-74.647,UNIVERSITY MEDICAL CTR,40.3568,-74.6617
36688.25,10:11:28,Home,40.3552,-74.6517,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
36707.5,10:11:47,PRINCETON UNIVERSITY,40.3486,-74.6557,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
36767.0,10:12:47,Home,40.3069,-74.6416,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
37080.25,10:18:00,PRINCETON UNIVERSITY,40.3486,-74.6557,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
37447.75,10:24:07,Home,40.3418,-74.6639,PRINCETON HEALTHCARE SYST,40.3562,-74.6502
37456.5,10:24:16,ASR GROUP INC,40.3225,-74.649,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
37510.75,10:25:10,Home,40.3512,-74.6692,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
37685.75,10:28:05,Home,40.3418,-74.6639,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
37918.5,10:31:58,Home,40.3511,-74.653,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
37943.0,10:32:23,TOYS R US,40.2917,-74.6878,PRINCETON HEALTHCARE SYST,40.3562,-74.6502
37950.0,10:32:30,Home,40.3531,-74.6531,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
38021.75,10:33:41,HEARTLAND PAYMENT SYSTEMS INC,40.3499,-74.66,PRINCETON HEALTHCARE SYST,40.3562,-74.6502
38125.0,10:35:25,CHEMICAL RESOURCES INC,40.3492,-74.6629,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
38636.0,10:43:56,Home,40.3469,-74.6629,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
38706.0,10:45:06,Home,40.3504,-74.6552,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
38732.25,10:45:32,Home,40.3481,-74.6667,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
38756.75,10:45:56,Home,40.3418,-74.6639,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
38772.5,10:46:12,LORD & TAYLOR,40.2937,-74.6811,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
38816.25,10:46:56,PRINCETON UNIVERSITY,40.3486,-74.6557,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
38902.0,10:48:22,COVANCE INC,40.3187,-74.647,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
38952.75,10:49:12,Home,40.3526,-74.6698,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
39117.25,10:51:57,Home,40.3069,-74.6416,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
39129.5,10:52:09,BUTTACI & LEARDI LLC,40.3233,-74.6425,PRINCETON HEALTHCARE SYST,40.3562,-74.6502
39173.25,10:52:53,PRINCETON UNIVERSITY,40.3486,-74.6557,PRINCETON HEALTHCARE SYST,40.3562,-74.6502
39183.75,10:53:03,COVANCE INC,40.3187,-74.647,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
39353.5,10:55:53,COVANCE INC,40.3187,-74.647,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
39434.0,10:57:14,HEARTLAND PAYMENT SYSTEMS INC,40.3499,-74.66,PRINCETON HEALTHCARE SYST,40.3562,-74.6502
39582.75,10:59:42,PEARLE VISION,40.2937,-74.6811,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
39612.5,11:00:12,COVANCE INC,40.3187,-74.647,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
39684.25,11:01:24,Home,40.3469,-74.6629,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
39738.5,11:02:18,COVANCE INC,40.3187,-74.647,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
39768.25,11:02:48,Home,40.3069,-74.6416,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
39845.25,11:04:05,EXECUMAIL,40.3562,-74.6502,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
39915.25,11:05:15,HEARTLAND PAYMENT SYSTEMS INC,40.3499,-74.66,PRINCETON HEALTHCARE SYST,40.3562,-74.6502
39957.25,11:05:57,GAP BODY,40.2935,-74.6817,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
39981.75,11:06:21,Home,40.3418,-74.6639,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
40048.25,11:07:28,COVANCE INC,40.3187,-74.647,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
40069.25,11:07:49,Home,40.3418,-74.6639,PRINCETON HEALTHCARE SYST,40.3562,-74.6502
40118.25,11:08:38,Home,40.3552,-74.6517,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
40120.0,11:08:40,COVANCE INC,40.3187,-74.647,PRINCETON HEALTHCARE MED ASSOC,40.3568,-74.6617
40120.0,11:08:40,HEARTLAND PAYMENT SYSTEMS INC,40.3499,-74.66,PRINCETON HEALTHCARE SYST,40.3562,-74.6502
40162.0,11:09:22,Home,40.3469,-74.6629,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
40198.75,11:09:58,Home,40.3069,-74.6416,PRINCETON HEALTHCARE MGMT SVC,40.322,-74.648
40249.5,11:10:49,Home,40.3069,-74.6416,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
40270.5,11:11:10,Home,40.3069,-74.6416,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
40366.75,11:12:46,Home,40.3418,-74.6639,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
40529.5,11:15:29,CARDIOLOGY ASSOCIATES,40.3575,-74.6626,PRINCETON HEALTHCARE SYST,40.3562,-74.6502
40639.75,11:17:19,PALMER HOUSE,40.3492,-74.6644,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
40659.0,11:17:39,Home,40.3069,-74.6416,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
40709.75,11:18:29,Home,40.3552,-74.6517,UNIVERSITY MEDICAL CTR,40.3568,-74.6617
40713.25,11:18:33,Home,40.3511,-74.653,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
40741.25,11:19:01,RALPH LAUREN,40.3494,-74.6611,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
40786.75,11:19:46,Home,40.3418,-74.6639,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
40944.25,11:22:24,LORD & TAYLOR,40.2937,-74.6811,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
41016.0,11:23:36,Home,40.3513,-74.656,UNIVERSITY MEDICAL CTR,40.3521,-74.6669
41241.75,11:27:21,COVANCE INC,40.3187,-74.647,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
41296.0,11:28:16,Home,40.3511,-74.653,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
41301.25,11:28:21,Home,40.3069,-74.6416,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
41345.0,11:29:05,AVOCA,40.3504,-74.657,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
41416.75,11:30:16,Home,40.3069,-74.6416,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
41656.5,11:34:16,Home,40.3469,-74.6629,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
41677.5,11:34:37,Home,40.3418,-74.6639,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
41765.0,11:36:05,Home,40.3552,-74.6517,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
41812.25,11:36:52,MC CARTER THEATRE,40.3451,-74.6605,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
41896.25,11:38:16,Home,40.346,-74.6557,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
41985.5,11:39:45,COVANCE INC,40.3187,-74.647,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
41996.0,11:39:56,KAPLAN EDU NEERING,40.3178,-74.6496,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
42015.25,11:40:15,HEARTLAND PAYMENT SYSTEMS INC,40.3499,-74.66,PRINCETON HEALTHCARE SYST,40.3562,-74.6502
42171.0,11:42:51,COVANCE INC,40.3187,-74.647,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
42258.5,11:44:18,Home,40.3521,-74.6586,PRINCETON HEALTHCARE SYST,40.3562,-74.6502
42445.75,11:47:25,HEARTLAND PAYMENT SYSTEMS INC,40.3499,-74.66,PRINCETON HEALTHCARE SYST,40.3562,-74.6502
42466.75,11:47:46,Home,40.3069,-74.6416,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
42493.0,11:48:13,Home,40.2936,-74.6894,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
42570.0,11:49:30,Home,40.3459,-74.6596,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
42697.75,11:51:37,Home,40.3418,-74.6639,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
42701.25,11:51:41,PRINCETON UNIVERSITY,40.3486,-74.6557,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
42932.25,11:55:32,COVANCE INC,40.3187,-74.647,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
42941.0,11:55:41,J CREW,40.3494,-74.6607,PRINCETON HEALTHCARE SYST,40.3562,-74.6502
43025.0,11:57:05,PRINCETON HEALTHCARE SYST,40.3562,-74.6502,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
43222.0,12:00:22,SEARS,40.2898,-74.6854,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
43253.0,12:00:53,NASSAU CLUB,40.3478,-74.6632,UNIVERSITY MEDICAL CTR,40.3568,-74.6617
43274.0,12:01:14,MERCER ALLIANCE-MENTALLY ILL,40.295,-74.6847,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
43411.0,12:03:31,HOAGIE HAVEN,40.3524,-74.6519,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
43556.0,12:05:56,WPRB,40.3504,-74.657,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
43559.0,12:05:59,COVANCE INC,40.3187,-74.647,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
43622.0,12:07:02,SMALL WORLD COFFEE,40.3525,-74.6511,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
43816.0,12:10:16,CORE LAB PARTNERS,40.3225,-74.649,UNIVERSITY MEDICAL CTR,40.3568,-74.6617
43849.0,12:10:49,NATURAL THERAPEUTIC CARE,40.3492,-74.6629,PRINCETON HEALTHCARE SYST,40.3562,-74.6502
43852.0,12:10:52,COVANCE INC,40.3187,-74.647,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
43950.0,12:12:30,COVANCE INC,40.3187,-74.647,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
43958.0,12:12:38,COVANCE INC,40.3187,-74.647,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
43973.0,12:12:53,NAI GLOBAL,40.3595,-74.5951,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
44174.0,12:16:14,PRINCETON UNIVERSITY,40.3486,-74.6557,UNIVERSITY MEDICAL CTR-PRNCTN,40.3568,-74.6617
